Date,Type,Location,Region,Latitude,Longitude
9/26/2020,mulch,Watsonville,,36.93246903,-121.690533
9/26/2020,mulch,Watsonville,,36.93294929,-121.6902492
9/26/2020,mulch,Watsonville,,36.93333013,-121.6901028
9/26/2020,mulch,Watsonville,,36.93192253,-121.6915988
9/26/2020,mulch,Watsonville,,36.93251296,-121.6912102
9/26/2020,mulch,Watsonville,,36.93294905,-121.6909003
9/26/2020,mulch,Watsonville,,36.93344295,-121.69056
9/26/2020,mulch,Watsonville,,36.93221989,-121.6922526
9/26/2020,mulch,Watsonville,,36.93278408,-121.6918905
9/26/2020,mulch,Watsonville,,36.9334572,-121.6918681
9/26/2020,mulch,Watsonville,,36.93283611,-121.6929613
9/26/2020,mulch,Watsonville,,36.93351878,-121.6928481
9/26/2020,mulch,Watsonville,,36.93315101,-121.6941254
9/26/2020,mulch,Watsonville,,36.92493787,-121.6828675
9/26/2020,mulch,Watsonville,,36.92506729,-121.6820701
9/26/2020,mulch,Watsonville,,36.92554044,-121.6814275
9/26/2020,mulch,Watsonville,,36.92565537,-121.6809268
9/26/2020,mulch,Watsonville,,36.92656958,-121.6814828
9/26/2020,mulch,Watsonville,,36.92659722,-121.6804585
9/26/2020,mulch,Watsonville,,36.92731306,-121.6809848
9/26/2020,mulch,Watsonville,,36.927392,-121.6799429
9/26/2020,mulch,Watsonville,,36.92535288,-121.6836288
9/26/2020,mulch,Watsonville,,36.92614404,-121.6833164
9/26/2020,mulch,Watsonville,,36.92559511,-121.684744
9/26/2020,mulch,Watsonville,,36.92605359,-121.6839425
9/26/2020,mulch,Watsonville,,36.92497938,-121.683898
9/26/2020,mulch,Watsonville,,36.92448937,-121.6818126
9/26/2020,mulch,Watsonville,,36.92516511,-121.6813353
9/26/2020,hoop,Watsonville,,36.91947896,-121.6812164
9/26/2020,hoop,Watsonville,,36.91989536,-121.6809216
9/26/2020,hoop,Watsonville,,36.92030004,-121.6805587
9/26/2020,hoop,Watsonville,,36.92069637,-121.6802345
9/26/2020,hoop,Watsonville,,36.92119951,-121.6799179
9/26/2020,hoop,Watsonville,,36.91983988,-121.6813311
9/26/2020,hoop,Watsonville,,36.92044903,-121.6808769
9/26/2020,hoop,Watsonville,,36.92106102,-121.6803773
9/26/2020,hoop,Watsonville,,36.9215758,-121.6801114
9/26/2020,hoop,Watsonville,,36.92183791,-121.6796931
9/26/2020,hoop,Watsonville,,36.92043411,-121.6798114
9/26/2020,hoop,Watsonville,,36.92052613,-121.6792863
9/26/2020,hoop,Watsonville,,36.92101062,-121.6792631
9/26/2020,hoop,Watsonville,,36.92100693,-121.678838
9/26/2020,hoop,Watsonville,,36.92143968,-121.6788599
9/26/2020,hoop,Watsonville,,36.92045935,-121.6784194
9/26/2020,hoop,Watsonville,,36.92049384,-121.6780063
9/26/2020,hoop,Watsonville,,36.92085217,-121.6781077
9/26/2020,hoop,Watsonville,,36.92099712,-121.6776045
9/26/2020,hoop,Watsonville,,36.92131677,-121.6776125
9/26/2020,hoop,Watsonville,,36.92015515,-121.6825566
9/26/2020,hoop,Watsonville,,36.92025317,-121.6817816
9/26/2020,hoop,Watsonville,,36.92047062,-121.6823074
9/26/2020,hoop,Watsonville,,36.91997343,-121.6820534
9/26/2020,hoop,Watsonville,,36.92093553,-121.6821397
9/26/2020,hoop,Watsonville,,36.92110533,-121.6816315
9/26/2020,hoop,Watsonville,,36.92080371,-121.6816089
9/26/2020,hoop,Watsonville,,36.9209179,-121.6812543
9/26/2020,hoop,Watsonville,,36.92096329,-121.6831408
9/26/2020,hoop,Watsonville,,36.92171884,-121.6825451
9/26/2020,hoop,Watsonville,,36.92240705,-121.6821921
9/26/2020,hoop,Watsonville,,36.9229459,-121.6817225
9/26/2020,hoop,Watsonville,,36.92329874,-121.6814594
9/26/2020,hoop,Watsonville,,36.92101315,-121.6826781
9/26/2020,hoop,Watsonville,,36.92161277,-121.6821903
9/26/2020,hoop,Watsonville,,36.92224841,-121.6818854
9/26/2020,hoop,Watsonville,,36.92288366,-121.6810153
9/26/2020,hoop,Watsonville,,36.92119044,-121.6847514
9/26/2020,hoop,Watsonville,,36.92152357,-121.6844227
9/26/2020,hoop,Watsonville,,36.9219333,-121.6841208
9/26/2020,hoop,Watsonville,,36.92241672,-121.6836472
9/26/2020,hoop,Watsonville,,36.92273415,-121.6834399
9/26/2020,hoop,Watsonville,,36.92086445,-121.6839483
9/26/2020,hoop,Watsonville,,36.92123036,-121.6836973
9/26/2020,hoop,Watsonville,,36.92157722,-121.6833859
9/26/2020,hoop,Watsonville,,36.92194319,-121.6831458
9/26/2020,hoop,Watsonville,,36.92231766,-121.6828886
9/26/2020,other,Watsonville,,36.92227195,-121.6857563
9/26/2020,other,Watsonville,,36.92258789,-121.685496
9/26/2020,other,Watsonville,,36.92295597,-121.6852176
9/26/2020,other,Watsonville,,36.92330634,-121.6849456
9/26/2020,other,Watsonville,,36.92360892,-121.6846712
9/26/2020,other,Watsonville,,36.92246467,-121.6860407
9/26/2020,other,Watsonville,,36.92281672,-121.6857271
9/26/2020,other,Watsonville,,36.9231977,-121.6854643
9/26/2020,other,Watsonville,,36.92352226,-121.6852253
9/26/2020,other,Watsonville,,36.92390173,-121.6849596
9/26/2020,other,Watsonville,,36.92029117,-121.6877591
9/26/2020,other,Watsonville,,36.92065643,-121.6874785
9/26/2020,other,Watsonville,,36.92105362,-121.6871691
9/26/2020,other,Watsonville,,36.92140964,-121.6869128
9/26/2020,other,Watsonville,,36.92173522,-121.6867453
9/26/2020,other,Watsonville,,36.92142065,-121.6865736
9/26/2020,other,Watsonville,,36.92185597,-121.6862052
9/26/2020,other,Watsonville,,36.91561947,-121.6875915
9/26/2020,other,Watsonville,,36.91598029,-121.6872863
9/26/2020,other,Watsonville,,36.91542485,-121.6872863
9/26/2020,other,Watsonville,,36.91586999,-121.6869484
9/26/2020,other,Watsonville,,36.91511856,-121.6867364
9/26/2020,other,Watsonville,,36.9155248,-121.6864243
9/26/2020,other,Watsonville,,36.91624594,-121.6870502
9/26/2020,other,Watsonville,,36.91664574,-121.6867468
9/26/2020,other,Watsonville,,36.91611476,-121.6866285
9/26/2020,other,Watsonville,,36.91646994,-121.6862718
9/26/2020,other,Watsonville,,36.91592707,-121.6863371
9/26/2020,other,Watsonville,,36.91573707,-121.6860647
9/26/2020,other,Watsonville,,36.91612832,-121.6857795
9/26/2020,other,Watsonville,,36.91143375,-121.6880122
9/26/2020,other,Watsonville,,36.91182922,-121.6874538
9/26/2020,other,Watsonville,,36.91131242,-121.6875873
9/26/2020,other,Watsonville,,36.91093276,-121.6875144
9/26/2020,other,Watsonville,,36.91157158,-121.6869074
9/26/2020,other,Watsonville,,36.91259747,-121.6852776
9/26/2020,other,Watsonville,,36.91334956,-121.6846732
9/26/2020,other,Watsonville,,36.91252015,-121.6845954
9/26/2020,other,Watsonville,,36.91306362,-121.6839219
9/26/2020,other,Watsonville,,36.91241594,-121.683399
9/26/2020,black mulch,Watsonville,,36.92007305,-121.6737963
9/26/2020,black mulch,Watsonville,,36.92054222,-121.6748892
9/26/2020,black mulch,Watsonville,,36.91951399,-121.6727842
9/26/2020,black mulch,Watsonville,,36.91930891,-121.6724996
9/26/2020,black mulch,Watsonville,,36.9204973,-121.6734835
9/26/2020,black mulch,Watsonville,,36.92020355,-121.6726568
9/26/2020,black mulch,Watsonville,,36.91986039,-121.6726755
9/26/2020,black mulch,Watsonville,,36.91990088,-121.6722729
9/26/2020,black mulch,Watsonville,,36.92070239,-121.6741969
9/26/2020,black mulch,Watsonville,,36.9201742,-121.6732691
9/26/2020,black mulch,Watsonville,,36.92096369,-121.6744746
9/26/2020,black mulch,Watsonville,,36.92031746,-121.6743586
9/26/2020,black mulch,Watsonville,,36.86492421,-121.8070925
9/26/2020,black mulch,Watsonville,,36.86546304,-121.808593
9/26/2020,black mulch,Watsonville,,36.865066,-121.8080344
9/26/2020,black mulch,Watsonville,,36.86553511,-121.8107525
9/26/2020,black mulch,Watsonville,,36.86558689,-121.8098501
2/6/2021,other,Santa Maria,,35.03952643,-120.5688637
2/6/2021,other,Santa Maria,,35.03909219,-120.5692222
2/6/2021,other,Santa Maria,,35.03872168,-120.5691675
2/6/2021,other,Santa Maria,,35.03896304,-120.5689296
2/6/2021,other,Santa Maria,,35.0392377,-120.5687237
2/6/2021,other,Santa Maria,,35.03971371,-120.5685927
2/6/2021,other,Santa Maria,,35.03939388,-120.5680451
2/6/2021,other,Santa Maria,,35.03853728,-120.568809
2/6/2021,other,Santa Maria,,35.03884749,-120.5685123
2/6/2021,other,Santa Maria,,35.03963975,-120.57065
2/6/2021,other,Santa Maria,,35.03729968,-120.5753834
2/6/2021,other,Santa Maria,,35.03854856,-120.575619
2/6/2021,other,Santa Maria,,35.04507675,-120.5763255
2/6/2021,other,Santa Maria,,35.04509987,-120.5751117
2/6/2021,other,Santa Maria,,35.04557784,-120.5760723
2/6/2021,other,Santa Maria,,35.04589604,-120.5759535
2/6/2021,other,Santa Maria,,35.04623272,-120.5759564
2/6/2021,other,Santa Maria,,35.04678931,-120.5765714
2/6/2021,other,Santa Maria,,35.04649955,-120.5761095
2/6/2021,other,Santa Maria,,35.04597454,-120.5753696
2/6/2021,other,Santa Maria,,35.04599366,-120.5749757
2/6/2021,other,Santa Maria,,35.04659744,-120.5754323
2/6/2021,other,Santa Maria,,35.04672698,-120.5744647
2/6/2021,other,Santa Maria,,35.04627669,-120.5741745
2/6/2021,other,Santa Maria,,35.04593359,-120.5741498
2/6/2021,other,Santa Maria,,35.0457283,-120.573142
2/6/2021,other,Santa Maria,,35.04441459,-120.5764481
2/6/2021,other,Santa Maria,,35.04228178,-120.5829009
2/6/2021,other,Santa Maria,,35.04501141,-120.5851565
2/6/2021,other,Santa Maria,,35.0462698,-120.5817704
2/6/2021,other,Santa Maria,,35.04576422,-120.5832038
2/6/2021,other,Santa Maria,,35.04467354,-120.5780985
2/6/2021,other,Santa Maria,,35.04253259,-120.576459
2/6/2021,other,Santa Maria,,35.04212152,-120.5779239
2/6/2021,other,Santa Maria,,35.0430753,-120.5772797
2/6/2021,other,Santa Maria,,35.04204486,-120.5933744
2/6/2021,other,Santa Maria,,35.04150943,-120.5926848
2/6/2021,other,Santa Maria,,35.02890196,-120.596064
2/6/2021,other,Santa Maria,,35.0276468,-120.594001
2/6/2021,other,Santa Maria,,35.0320856,-120.6029737
2/6/2021,other,Santa Maria,,35.03200315,-120.6012713
2/6/2021,other,Santa Maria,,35.03205113,-120.6019707
2/6/2021,other,Santa Maria,,35.03061925,-120.6030089
2/6/2021,other,Santa Maria,,35.03092247,-120.5991541
2/6/2021,hoop,Santa Maria,,35.03955745,-120.5728108
2/6/2021,hoop,Santa Maria,,35.03915088,-120.5722998
2/6/2021,hoop,Santa Maria,,35.03798486,-120.5664492
2/6/2021,hoop,Santa Maria,,35.03524522,-120.5706801
2/6/2021,hoop,Santa Maria,,35.03548186,-120.5698405
2/6/2021,hoop,Santa Maria,,35.03512527,-120.5676153
2/6/2021,hoop,Santa Maria,,35.03724274,-120.567978
2/6/2021,hoop,Santa Maria,,35.03879122,-120.5674006
2/6/2021,hoop,Santa Maria,,35.03830168,-120.5733627
2/6/2021,hoop,Santa Maria,,35.03809128,-120.5722927
2/6/2021,hoop,Santa Maria,,35.03790355,-120.568707
2/6/2021,hoop,Santa Maria,,35.03839,-120.5710158
2/6/2021,hoop,Santa Maria,,35.03804495,-120.5700858
2/6/2021,hoop,Santa Maria,,35.03820527,-120.5676467
2/6/2021,hoop,Santa Maria,,35.03714387,-120.5729963
2/6/2021,hoop,Santa Maria,,35.04149394,-120.5677006
2/6/2021,hoop,Santa Maria,,35.04089088,-120.5676691
2/6/2021,hoop,Santa Maria,,35.04083872,-120.5671978
2/6/2021,hoop,Santa Maria,,35.04047057,-120.5673325
2/6/2021,hoop,Santa Maria,,35.04341889,-120.5677543
2/6/2021,hoop,Santa Maria,,35.04291413,-120.5676063
2/6/2021,hoop,Santa Maria,,35.04339491,-120.5669281
2/6/2021,hoop,Santa Maria,,35.04323696,-120.5666041
2/6/2021,hoop,Santa Maria,,35.0433603,-120.5655284
2/6/2021,hoop,Santa Maria,,35.04313982,-120.5651504
2/6/2021,hoop,Santa Maria,,35.04338079,-120.5649855
2/6/2021,hoop,Santa Maria,,35.04196107,-120.5656424
2/6/2021,hoop,Santa Maria,,35.0421975,-120.5648677
2/6/2021,hoop,Santa Maria,,35.04194619,-120.5650469
2/6/2021,hoop,Santa Maria,,35.04271937,-120.5654995
2/6/2021,hoop,Santa Maria,,35.04320057,-120.5641802
2/6/2021,hoop,Santa Maria,,35.0426153,-120.5643891
2/6/2021,hoop,Santa Maria,,35.04253316,-120.5650987
2/6/2021,hoop,Santa Maria,,35.04163978,-120.5656544
2/6/2021,hoop,Santa Maria,,35.04162184,-120.5646008
2/6/2021,hoop,Santa Maria,,35.0411758,-120.5655709
2/6/2021,hoop,Santa Maria,,35.04160459,-120.566089
2/6/2021,hoop,Santa Maria,,35.04221435,-120.5639049
2/6/2021,hoop,Santa Maria,,35.04330339,-120.5631244
2/6/2021,hoop,Santa Maria,,35.04293525,-120.5630382
2/6/2021,hoop,Santa Maria,,35.0414624,-120.5639464
2/6/2021,hoop,Santa Maria,,35.04058816,-120.5652008
2/6/2021,hoop,Santa Maria,,35.04473934,-120.5622285
2/6/2021,hoop,Santa Maria,,35.04441068,-120.5619886
2/6/2021,hoop,Santa Maria,,35.04427356,-120.5611873
2/6/2021,hoop,Santa Maria,,35.04398572,-120.5607087
2/6/2021,hoop,Santa Maria,,35.04320461,-120.5606861
2/6/2021,hoop,Santa Maria,,35.04491249,-120.5570617
2/6/2021,hoop,Santa Maria,,35.04559735,-120.5571139
2/6/2021,mulch,Santa Maria,,35.00130366,-120.5025557
2/6/2021,mulch,Santa Maria,,35.00116486,-120.5017084
2/6/2021,mulch,Santa Maria,,35.0010227,-120.5025421
2/6/2021,mulch,Santa Maria,,35.00109583,-120.502059
2/6/2021,mulch,Santa Maria,,35.00035882,-120.5018423
2/6/2021,mulch,Santa Maria,,35.0007521,-120.5021833
2/6/2021,mulch,Santa Maria,,35.00020457,-120.5027065
2/6/2021,mulch,Santa Maria,,35.00005213,-120.5022831
2/6/2021,mulch,Santa Maria,,34.99968688,-120.5020767
2/6/2021,mulch,Santa Maria,,34.99938753,-120.5027568
2/6/2021,mulch,Santa Maria,,34.99980098,-120.5026716
2/6/2021,mulch,Santa Maria,,34.99927059,-120.5019662
2/6/2021,mulch,Santa Maria,,34.99956411,-120.5023762
2/6/2021,mulch,Santa Maria,,34.99907606,-120.5028066
2/6/2021,mulch,Santa Maria,,34.99900765,-120.5023923
2/6/2021,mulch,Santa Maria,,34.99895731,-120.5019592
2/6/2021,mulch,Santa Maria,,34.99879518,-120.5027671
2/6/2021,mulch,Santa Maria,,34.99871819,-120.5023998
2/6/2021,mulch,Santa Maria,,34.9983282,-120.5021405
2/6/2021,mulch,Santa Maria,,34.99834109,-120.5025609
2/6/2021,mulch,Santa Maria,,34.99788089,-120.5029193
2/6/2021,mulch,Santa Maria,,34.99778312,-120.5022078
2/6/2021,mulch,Santa Maria,,34.99715512,-120.5021989
2/6/2021,mulch,Santa Maria,,34.99709202,-120.5027219
2/6/2021,mulch,Santa Maria,,34.98825558,-120.5017532
2/6/2021,mulch,Santa Maria,,34.98846674,-120.5003201
2/6/2021,mulch,Santa Maria,,34.9879184,-120.5014198
2/6/2021,mulch,Santa Maria,,34.98797491,-120.5003387
2/6/2021,mulch,Santa Maria,,34.98907307,-120.4971794
2/6/2021,mulch,Santa Maria,,34.98724163,-120.4990457
2/6/2021,mulch,Santa Maria,,34.9863314,-120.4992504
2/6/2021,mulch,Santa Maria,,34.98590727,-120.4960537
2/6/2021,mulch,Santa Maria,,34.98588711,-120.4969247
2/6/2021,mulch,Santa Maria,,34.98693297,-120.4966544
2/6/2021,mulch,Santa Maria,,34.98767765,-120.4978716
2/6/2021,mulch,Santa Maria,,34.98689125,-120.4979049
2/6/2021,mulch,Santa Maria,,34.98734973,-120.5015017
2/6/2021,mulch,Santa Maria,,34.985712,-120.5004833
2/6/2021,mulch,Santa Maria,,34.98601002,-120.500028
2/6/2021,mulch,Santa Maria,,34.98637164,-120.5005633
2/6/2021,mulch,Santa Maria,,34.9861495,-120.5013649
2/6/2021,mulch,Santa Maria,,34.98863078,-120.4995541
2/6/2021,mulch,Santa Maria,,34.98997255,-120.4996672
2/6/2021,mulch,Santa Maria,,34.99086352,-120.4998277
2/6/2021,mulch,Santa Maria,,34.99040972,-120.4972031
2/6/2021,mulch,Santa Maria,,34.99067592,-120.5014731
2/6/2021,mulch,Santa Maria,,34.9895701,-120.5015192
2/6/2021,mulch,Santa Maria,,34.99062298,-120.5025473
2/6/2021,mulch,Santa Maria,,34.98979765,-120.5025571
2/28/2021,other,Oxnard,,34.20447649,-119.0848766
2/28/2021,other,Oxnard,,34.2047555,-119.0731698
2/28/2021,other,Oxnard,,34.20230496,-119.063439
2/28/2021,other,Oxnard,,34.21080879,-119.0597434
2/28/2021,other,Oxnard,,34.20756039,-119.0592448
2/28/2021,other,Oxnard,,34.20582391,-119.0501468
2/28/2021,other,Oxnard,,34.20476788,-119.0445444
2/28/2021,other,Oxnard,,34.18487018,-119.0433928
2/28/2021,other,Oxnard,,34.17706079,-119.0566394
2/28/2021,other,Oxnard,,34.19494309,-119.0276629
2/28/2021,other,Oxnard,,34.19068512,-119.0038689
2/28/2021,other,Oxnard,,34.19824213,-119.0701379
2/28/2021,other,Oxnard,,34.19736232,-119.0555733
2/28/2021,other,Oxnard,,34.19509233,-119.0581567
2/28/2021,other,Oxnard,,34.19165054,-119.0457652
2/28/2021,other,Oxnard,,34.19023394,-119.039206
2/28/2021,other,Oxnard,,34.174582,-119.054575
2/28/2021,other,Oxnard,,34.17540308,-119.0542539
2/28/2021,other,Oxnard,,34.17356502,-119.0675872
2/28/2021,other,Oxnard,,34.17137133,-119.0666838
2/28/2021,other,Oxnard,,34.16768409,-119.0705483
2/28/2021,other,Oxnard,,34.15453541,-119.0860541
2/28/2021,other,Oxnard,,34.15651855,-119.0862734
2/28/2021,other,Oxnard,,34.15103311,-119.0675932
2/28/2021,other,Oxnard,,34.15320343,-119.0646028
2/28/2021,other,Oxnard,,34.14007159,-119.0526534
2/28/2021,other,Oxnard,,34.13613993,-119.0546255
2/28/2021,other,Oxnard,,34.13409682,-119.0564197
2/28/2021,other,Oxnard,,34.13640539,-119.0745291
7/13/2021,other,Oxnard,,34.14196593,-119.1504519
7/13/2021,other,Oxnard,,34.14094816,-119.1512698
7/13/2021,other,Oxnard,,34.14153566,-119.150162
7/13/2021,other,Oxnard,,34.14105938,-119.1507012
7/13/2021,other,Oxnard,,34.14280453,-119.1519668
7/13/2021,other,Oxnard,,34.14292902,-119.1478086
7/13/2021,other,Oxnard,,34.14177848,-119.1513258
7/13/2021,other,Oxnard,,34.1428974,-119.1501403
7/13/2021,other,Oxnard,,34.14153301,-119.1521884
7/13/2021,other,Oxnard,,34.14263604,-119.1515413
7/13/2021,other,Oxnard,,34.14283127,-119.1508016
7/13/2021,other,Oxnard,,34.14225722,-119.1504178
7/13/2021,other,Oxnard,,34.14096109,-119.1494897
7/13/2021,other,Oxnard,,34.14118312,-119.1516694
7/13/2021,other,Oxnard,,34.14173051,-119.1478618
7/13/2021,other,Oxnard,,34.14167612,-119.1487445
7/13/2021,other,Oxnard,,34.14143302,-119.1518488
7/13/2021,other,Oxnard,,34.14260952,-119.1487581
7/13/2021,other,Oxnard,,34.14240932,-119.150723
7/13/2021,other,Oxnard,,34.14153744,-119.1475213
7/13/2021,other,Oxnard,,34.14138864,-119.1479553
7/13/2021,other,Oxnard,,34.14169921,-119.1491746
7/13/2021,other,Oxnard,,34.14243173,-119.1477871
7/13/2021,other,Oxnard,,34.14289071,-119.1513008
7/13/2021,other,Oxnard,,34.14271089,-119.147545
7/13/2021,other,Oxnard,,34.14104682,-119.1479184
7/13/2021,other,Oxnard,,34.14252534,-119.1519413
7/13/2021,other,Oxnard,,34.1429306,-119.1497602
7/13/2021,other,Oxnard,,34.1421726,-119.149466
7/13/2021,other,Oxnard,,34.14215033,-119.1514072
7/13/2021,other,Oxnard,,34.142179,-119.1483002
7/13/2021,other,Oxnard,,34.14202007,-119.1522958
7/13/2021,other,Oxnard,,34.142476,-119.15124
7/13/2021,other,Oxnard,,34.14114064,-119.1489917
7/13/2021,other,Oxnard,,34.14106696,-119.1519746
7/13/2021,other,Oxnard,,34.14298184,-119.1487031
7/13/2021,other,Oxnard,,34.14257071,-119.1492827
7/13/2021,other,Oxnard,,34.1413137,-119.1484798
7/13/2021,other,Oxnard,,34.14179194,-119.150964
7/13/2021,other,Oxnard,,34.14196586,-119.1516651
7/13/2021,other,Oxnard,,34.1416086,-119.1497505
7/13/2021,other,Oxnard,,34.1420874,-119.1490207
7/13/2021,other,Oxnard,,34.14128119,-119.149765
7/13/2021,other,Oxnard,,34.14206886,-119.1477103
7/13/2021,other,Oxnard,,34.14231968,-119.1485923
7/13/2021,other,Oxnard,,34.14261337,-119.1523132
7/13/2021,other,Oxnard,,34.14190134,-119.1496748
7/13/2021,other,Oxnard,,34.14283064,-119.1482566
7/13/2021,other,Oxnard,,34.14124172,-119.150152
7/13/2021,other,Oxnard,,34.14213581,-119.1510529
7/13/2021,other,Oxnard,,34.14255879,-119.1481231
7/13/2021,other,Oxnard,,34.1414288,-119.148932
7/13/2021,other,Oxnard,,34.1423473,-119.1474358
7/13/2021,other,Oxnard,,34.14285755,-119.1494392
7/13/2021,other,Oxnard,,34.14243102,-119.1496798
7/13/2021,other,Oxnard,,34.14095411,-119.148329
7/13/2021,other,Oxnard,,34.14223633,-119.1500679
7/13/2021,other,Oxnard,,34.14122672,-119.151036
7/13/2021,other,Oxnard,,34.14183633,-119.1484373
7/13/2021,other,Oxnard,,34.1423005,-119.1522687
7/13/2021,other,Oxnard,,34.14294044,-119.1491249
7/13/2021,other,Oxnard,,34.14257117,-119.1504445
7/13/2021,other,Oxnard,,34.14151879,-119.1509145
9/27/2021,mulch,Watsonville,,36.85600711,-121.7852314
9/27/2021,mulch,Watsonville,,36.85651239,-121.7855994
9/27/2021,mulch,Watsonville,,36.85619192,-121.7856666
9/27/2021,mulch,Watsonville,,36.85637367,-121.7859676
9/27/2021,mulch,Watsonville,,36.85681712,-121.7863148
9/27/2021,mulch,Watsonville,,36.85657051,-121.7864832
9/27/2021,mulch,Watsonville,,36.85586131,-121.7856528
9/27/2021,mulch,Watsonville,,36.85540747,-121.7854661
9/27/2021,mulch,Watsonville,,36.8554033,-121.7860708
9/27/2021,mulch,Watsonville,,36.85514839,-121.7857179
9/27/2021,mulch,Watsonville,,36.85502475,-121.7863517
9/27/2021,mulch,Watsonville,,36.85458948,-121.7859766
9/27/2021,mulch,Watsonville,,36.85607806,-121.7863393
9/27/2021,mulch,Watsonville,,36.85454669,-121.7864914
9/27/2021,mulch,Watsonville,,36.8558966,-121.7868429
9/27/2021,mulch,Watsonville,,36.85561694,-121.7863788
9/27/2021,mulch,Watsonville,,36.85530338,-121.7865501
9/27/2021,mulch,Watsonville,,36.85552655,-121.7871604
9/27/2021,mulch,Watsonville,,36.85522359,-121.7872402
9/27/2021,mulch,Watsonville,,36.85488637,-121.78683
9/27/2021,mulch,Watsonville,,36.85493386,-121.787438
9/27/2021,mulch,Watsonville,,36.82605128,-121.7930598
9/27/2021,mulch,Watsonville,,36.82452001,-121.7934375
9/27/2021,mulch,Watsonville,,36.82610383,-121.793621
9/27/2021,mulch,Watsonville,,36.82604042,-121.7942242
9/27/2021,mulch,Watsonville,,36.82552614,-121.7929461
9/27/2021,mulch,Watsonville,,36.8255474,-121.7933623
9/27/2021,mulch,Watsonville,,36.82562505,-121.7940028
9/27/2021,mulch,Watsonville,,36.82500261,-121.7929481
9/27/2021,mulch,Watsonville,,36.82497715,-121.7936577
9/27/2021,mulch,Watsonville,,36.82336963,-121.7894132
9/27/2021,mulch,Watsonville,,36.82325123,-121.7905394
9/27/2021,mulch,Watsonville,,36.82318844,-121.7914843
9/27/2021,mulch,Watsonville,,36.82339702,-121.7922164
9/27/2021,mulch,Watsonville,,36.82294424,-121.7897144
9/27/2021,mulch,Watsonville,,36.82272116,-121.7910112
9/27/2021,other,Watsonville,,36.8543765,-121.784948
9/27/2021,other,Watsonville,,36.85486941,-121.7837099
9/27/2021,other,Watsonville,,36.85500733,-121.7841547
9/27/2021,other,Watsonville,,36.85459496,-121.7837612
9/27/2021,other,Watsonville,,36.85523943,-121.7845978
9/27/2021,other,Watsonville,,36.85522932,-121.7850271
9/27/2021,other,Watsonville,,36.85450673,-121.7843842
9/27/2021,other,Watsonville,,36.85497145,-121.7852311
9/27/2021,other,Watsonville,,36.85448522,-121.7854299
9/27/2021,other,Watsonville,,36.85484998,-121.7848757
9/27/2021,other,Watsonville,,36.85384766,-121.7844794
9/27/2021,other,Watsonville,,36.8532977,-121.7844992
9/27/2021,other,Watsonville,,36.85309593,-121.7850476
9/27/2021,other,Watsonville,,36.85270676,-121.7848678
9/27/2021,other,Watsonville,,36.85355873,-121.7846249
9/27/2021,other,Watsonville,,36.852861,-121.7853229
9/27/2021,other,Watsonville,,36.85341401,-121.7849639
9/27/2021,other,Watsonville,,36.85183112,-121.7833993
9/27/2021,other,Watsonville,,36.85177356,-121.7837498
9/27/2021,other,Watsonville,,36.85100093,-121.7838492
9/27/2021,other,Watsonville,,36.85117174,-121.7841126
9/27/2021,other,Watsonville,,36.85082401,-121.7843027
9/27/2021,other,Watsonville,,36.86582688,-121.7731285
9/27/2021,other,Watsonville,,36.86562118,-121.7735355
9/27/2021,other,Watsonville,,36.86600265,-121.7735808
9/27/2021,other,Watsonville,,36.8658797,-121.7741966
9/27/2021,other,Watsonville,,36.86655498,-121.7741453
9/27/2021,other,Watsonville,,36.8662549,-121.7743452
9/27/2021,other,Watsonville,,36.86587691,-121.7745714
9/27/2021,other,Watsonville,,36.86573158,-121.7751277
9/27/2021,other,Watsonville,,36.86676508,-121.7748662
9/27/2021,other,Watsonville,,36.86654563,-121.775132
9/27/2021,other,Watsonville,,36.86568967,-121.7763762
9/27/2021,other,Watsonville,,36.86533938,-121.7765993
9/27/2021,other,Watsonville,,36.86492442,-121.7769005
9/27/2021,other,Watsonville,,36.86521052,-121.7758493
9/27/2021,other,Watsonville,,36.8644994,-121.7768557
9/27/2021,other,Watsonville,,36.8647943,-121.7755892
9/27/2021,other,Watsonville,,36.8644991,-121.775897
9/27/2021,other,Watsonville,,36.86630352,-121.7755592
9/27/2021,other,Watsonville,,36.86552658,-121.7739833
9/27/2021,other,Watsonville,,36.8651971,-121.7754987
9/27/2021,other,Watsonville,,36.86555967,-121.7743234
9/27/2021,other,Watsonville,,36.86529612,-121.773117
9/27/2021,other,Watsonville,,36.8643069,-121.7727479
9/27/2021,other,Watsonville,,36.86436049,-121.7734744
9/27/2021,other,Watsonville,,36.86471424,-121.7739601
9/27/2021,other,Watsonville,,36.8707479,-121.7613927
9/27/2021,other,Watsonville,,36.87080754,-121.7620058
9/27/2021,other,Watsonville,,36.86965154,-121.7616974
9/27/2021,other,Watsonville,,36.87046366,-121.7622325
9/27/2021,other,Watsonville,,36.87016296,-121.7615833
9/27/2021,other,Watsonville,,36.86992759,-121.7620096
9/27/2021,other,Watsonville,,36.89041,-121.748221
9/27/2021,other,Watsonville,,36.89301651,-121.7479084
9/27/2021,other,Watsonville,,36.89425619,-121.7479571
9/27/2021,other,Watsonville,,36.89491344,-121.7427967
9/27/2021,other,Watsonville,,36.89438417,-121.7428188
9/27/2021,other,Watsonville,,36.89688075,-121.7432902
9/27/2021,other,Watsonville,,36.89714818,-121.7433925
